CFF_reference,Class,Spname_common,Species_phylo,habitat,forage_light_level,mode_of_life,mode_of_life_ref,body_mass,body_mass_ref,Method,CFF
"Bernholz, C. and Matthews, M., 1975. Critical flicker frequency in a harp seal: Evidence for duplex retinal organization. Vision Research, 15(6), pp.733-736.",Mammalia,Harp seal,Pagophilus_groenlandicus,nektonic,low,ballistic,Handbook_Mammals_of_the_world,141125,amniote,Behavioural,32.7
"Rubin, Glen R.; Kraft, Timothy W. 2007 Flicker assessment of rod and cone function in a model of retinal degeneration Flicker assessment of rod and cone function in a model of retinal degeneration Rubin, Glen R.; Kraft, Timothy W.",Mammalia,Long Evans Brown rat,Rattus_norvegicus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,280,amniote,Electrophysiology,51
"Pinilla, I; Lund, RD; Sauve, Y 2005 Cone function studied with flicker electroretinogram during progressive retinal degeneration in RCS rats Cone function studied with flicker electroretinogram during progressive retinal degeneration in RCS rats Pinilla, I; Lund, RD; Sauve, Y",Mammalia,RCS (Royal College of Surgeon) Brown rat,Rattus_norvegicus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,280,amniote,Electrophysiology,47
"Pinilla, I; Lund, RD; Sauve, Y 2005 Enhanced cone dysfunction in rats homozygous for the P23H rhodopsin mutation Enhanced cone dysfunction in rats homozygous for the P23H rhodopsin mutation Pinilla, I; Lund, RD; Sauve, Y",Mammalia,Brown rat,Rattus_norvegicus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,280,amniote,Electrophysiology,43
"Bourque, Stephane L.; Kuny, Sharee; Reyes, Laura M.; Davidge, Sandra T.; Sauve, Yves 2013 Prenatal Hypoxia Is Associated with Long-Term Retinal Dysfunction in Rats Prenatal Hypoxia Is Associated with Long-Term Retinal Dysfunction in Rats Bourque, Stephane L.; Kuny, Sharee; Reyes, Laura M.; Davidge, Sandra T.; Sauve, Yves",Mammalia,Brown rat,Rattus_norvegicus,terrestrial,low,sessile_food,Handbook_of_mammals_of_the_world,280,amniote,Electrophysiology,42
"Williams, R. A.; Pollitz, C. H.; Smith, J. C.; Williams, T. P. 1985 Flicker detection in the albino rat following light-induced retinal damage Flicker detection in the albino rat following light-induced retinal damage Williams, R. A.; Pollitz, C. H.; Smith, J. C.; Williams, T. P.",Mammalia,Sprague Dawley strain of Albino Brown rat,Rattus_norvegicus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,280,amniote,Behavioural,39
"Wells, EF; Bernstein, GM; Scott, BW; Bennett, PJ; Mendelson, JR 2001 Critical flicker frequency responses in visual cortex Critical flicker frequency responses in visual cortex Wells, EF; Bernstein, GM; Scott, BW; Bennett, PJ; Mendelson, JR",Mammalia,Brown rat,Rattus_norvegicus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,280,amniote,Electrophysiology,21.6
"Horsten, G. P. M., & E, W. J. (1962). Comparison of critical fusion frequency in diurnal and nocturnal retina of vertebrates. Archives Internationales de Physiologie El de Biochimie, 70(5), 660–670.",Mammalia,Eurasian red squirrel,Sciurus_vulgaris,terrestrial,high,sessile_food,"Moller, H. (1983). Foods and foraging behaviour of Red (Sciurus vulgaris) and Grey (Sciurus carolinensis) squirrels. Mammal Review, 13(2–4), 81–98. https://doi.org/10.1111/j.1365-2907.1983.tb00270.x",328.9,amniote,Electrophysiology,103
"CROGNALE, MA; JACOBS, GH 1991 BEHAVIORAL AND ELECTROPHYSIOLOGICAL SENSITIVITY TO TEMPORALLY MODULATED VISUAL-STIMULI IN THE GROUND-SQUIRREL BEHAVIORAL AND ELECTROPHYSIOLOGICAL SENSITIVITY TO TEMPORALLY MODULATED VISUAL-STIMULI IN THE GROUND-SQUIRREL CROGNALE, MA; JACOBS, GH",Mammalia,Californian ground squirrel,Spermophilus_beecheyi,terrestrial,high,sessile_food,Handbook_of_mammals_of_the_world,599.6,amniote,Electrophysiology,50
"CROGNALE, MA; JACOBS, GH 1991 BEHAVIORAL AND ELECTROPHYSIOLOGICAL SENSITIVITY TO TEMPORALLY MODULATED VISUAL-STIMULI IN THE GROUND-SQUIRREL BEHAVIORAL AND ELECTROPHYSIOLOGICAL SENSITIVITY TO TEMPORALLY MODULATED VISUAL-STIMULI IN THE GROUND-SQUIRREL CROGNALE, MA; JACOBS, GH",Mammalia,Californian ground squirrel,Spermophilus_beecheyi,terrestrial,high,sessile_food,Handbook_of_mammals_of_the_world,599.6,amniote,Behavioural,50
"Lansing, Marihan; Sauve, Yves; Dimopoulos, Ioannis; Field, Catherine J.; Suh, Miyoung; Wizzard, Pamela; Goruk, Susan; Lim, David; Muto, Mitsuru; Wales, Paul; Turner, Justine 2018 Parenteral Lipid Dose Restriction With Soy Oil, Not Fish Oil, Preserves Retinal Function in Neonatal Piglets Parenteral Lipid Dose Restriction With Soy Oil, Not Fish Oil, Preserves Retinal Function in Neonatal Piglets Lansing, Marihan; Sauve, Yves; Dimopoulos, Ioannis; Field, Catherine J.; Suh, Miyoung; Wizzard, Pamela; Goruk, Susan; Lim, David; Muto, Mitsuru; Wales, Paul; Turner, Justine",Mammalia,Landrace-Large white cross piglets,Sus_scrofa,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,135000,amniote,Electrophysiology,60
"Tansley, K., Copenhaver, R. and Gunkel, R., 1961. Some aspects of the electroretinographic response of the American red squirrel,Tamiosciurus hudsonicus loquax. Journal of Cellular and Comparative Physiology, 57(1), pp.11-19.",Mammalia,American red squirrel,Tamiasciurus_hudsonicus,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,213,Animal Diversity Web,Electrophysiology,65
"Signal, T.D., Temple, W. and Foster, T.M., 2001. Visual discrimination in the brushtail possum (Trichosurus vulpecula). Australian Journal of Psychology, 53(3), pp.152-154.",Mammalia,Common brushtail possum,Trichosurus_vulpecula,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,2850,Animal Diversity Web,Behavioural,22.4
"Callahan, TL; Petry, HM 2000 Psychophysical measurement of temporal modulation sensitivity in the tree shrew (Tupaia belangeri) Psychophysical measurement of temporal modulation sensitivity in the tree shrew (Tupaia belangeri) Callahan, TL; Petry, HM",Mammalia,Northern treeshrew,Tupaia_belangeri,terrestrial,high,sessile_food,"Collins, P.M. and Tsang, W.N., 1987. Growth and reproductive development in the male tree shrew (Tupaia belangeri) from birth to sexual maturity. Biology of Reproduction, 37(2), pp.261-267.",270,"Collins, P.M. and Tsang, W.N., 1987. Growth and reproductive development in the male tree shrew (Tupaia belangeri) from birth to sexual maturity. Biology of Reproduction, 37(2), pp.261-267.",Behavioural,50
"Tigges, J., Brooks, B. and Klee, M., 1967. ERG recordings of a primate pure cone retina (Tupaia glis). Vision Research, 7(7-8), pp.553-563.",Mammalia,Common treeshrew,Tupaia_glis,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,142,Animal Diversity Web,Behavioural,90
"Bok, Michael J.; Nilsson, Dan-Eric; Garm, Anders 2019 Photoresponses in the radiolar eyes of the fan worm Acromegalomma vesiculosum Photoresponses in the radiolar eyes of the fan worm Acromegalomma vesiculosum Bok, Michael J.; Nilsson, Dan-Eric; Garm, Anders",Polychaeta,fan_worm,Branchiomma_vesiculosum,demersal,high,sessile_food,"Deposite feeding from Bok, Michael J.; Nilsson, Dan-Eric; Garm, Anders 2019 Photoresponses in the radiolar eyes of the fan worm Acromegalomma vesiculosum Photoresponses in the radiolar eyes of the fan worm Acromegalomma vesiculosum Bok, Michael J.; Nilsson, Dan-Eric; Garm, Anders",0.5,"based_on_converting_vlume_calculated_from_image_in_Bok_et_al_2019_assumeing_a_cylinder_of_44mmLength_2mm_wide_and_using_volume_mass_allometry_for_annalides_from_Hidalgo, M.M.O., Bolaños, E.I. and San Nicolás, C.B., 2017. Biomass assessment in annelids: A photogrammetric method suitable for hatchlings and adults developed for Eisenia andrei. Spanish Journal of Soil Science: SJSS, 7(1), pp.1-16.",Electrophysiology,32.5
"Garm, A., Simonsen, S. H., Mendoza-González, P., & Worsaae, K. (2021). Have the eyes of bioluminescent scale worms adapted to see their own light? A comparative study of eyes and vision in Harmothoe imbricata and Lepidonotus squamatus. Journal of Experimental Biology, 224(14). https://doi.org/10.1242/jeb.242501",Polychaeta,Scale worm,Harmothoe_imbricata,demersal,low,sessile_food,"Plyuscheva, Maria, Daniel Martin, and Temir Britayev. 2010. “Diet Analyses of the Scale-Worms Lepidonotus Squamatus and Harmothoe Imbricata (Polychaeta, Polynoidae) in the White Sea.” Marine Biology Research 6(3): 271–81.",0.2,"Daly, J M. 1973. “Segmentation, Autotomy and Regeneration of Lost Posterior Segments in Harmothoe Imbricata ( L .) (Polychaeta: Polynoidae).” Mauri Ora 1: 17–28.",Electrophysiology,5
"Garm, A., Simonsen, S. H., Mendoza-González, P., & Worsaae, K. (2021). Have the eyes of bioluminescent scale worms adapted to see their own light? A comparative study of eyes and vision in Harmothoe imbricata and Lepidonotus squamatus. Journal of Experimental Biology, 224(14). https://doi.org/10.1242/jeb.242501",Polychaeta,Scale worm,Lepidonotus_squamatus,demersal,low,sessile_food,"Plyuscheva, Maria, Daniel Martin, and Temir Britayev. 2010. “Diet Analyses of the Scale-Worms Lepidonotus Squamatus and Harmothoe Imbricata (Polychaeta, Polynoidae) in the White Sea.” Marine Biology Research 6(3): 271–81.",0.49,"Heisterkamp, Ines Maria, Andreas Schramm, Dirk De Beer, and Peter Stief. 2010. “Nitrous Oxide Production Associated with Coastal Marine Invertebrates.” Marine Ecology Progress Series 415: 1–9.",Electrophysiology,7
"Bok, M.J., Macali, A. and Garm, A., 2024. High-resolution vision in pelagic polychaetes. Current Biology, 34(7), pp.R269-R270.",Polychaeta,"Garm, A., 2024. High-Resolution Vision In Pelagic Polychaetes. Current Biology, 34(7), Pp.R269-R270.nn vision vision in pe",Naiades_cantrainii,nektonic,low,sessile_food,"feeds on salps as descrbed in art’n, G.S., çlvarez-Campos, P., Kondo, Y.,Nœ–ez, J., Fern‡ndez-çlamo, M.A., Pleijel, F., Goetz, F.E., Nygren, A., and Osborn, K. (2020). New symbiotic association in marine annelids: ectoparasites of comb jellies. Zool. J. Linn. Soc. Lond. 191, 672Ð694.",1.3,"based_on_converting_vlume_calculated_from_image_in_Bok_et_al_2024_assumeing_a_cylinder_of_84mmLength_2.25mm_wide_and_using_volume_mass_allometry_for_annalides_from_Hidalgo, M.M.O., Bolaños, E.I. and San Nicolás, C.B., 2017. Biomass assessment in annelids: A photogrammetric method suitable for hatchlings and adults developed for Eisenia andrei. Spanish Journal of Soil Science: SJSS, 7(1), pp.1-16.",Electrophysiology,10
"Bok, M.J., Macali, A. and Garm, A., 2024. High-resolution vision in pelagic polychaetes. Current Biology, 34(7), pp.R269-R270.",Polychaeta,Sea worm,Torrea_candida,nektonic,low,sessile_food,"feeds on salps as descrbed in art’n, G.S., çlvarez-Campos, P., Kondo, Y.,Nœ–ez, J., Fern‡ndez-çlamo, M.A., Pleijel, F., Goetz, F.E., Nygren, A., and Osborn, K. (2020). New symbiotic association in marine annelids: ectoparasites of comb jellies. Zool. J. Linn. Soc. Lond. 191, 672Ð694.",1,"based_on_converting_vlume_calculated_from_image_in_Bok_et_al_2024_assumeing_a_cylinder_of_91mmLength_1.9mm_wide_and_using_volume_mass_allometry_for_annalides_from_Hidalgo, M.M.O., Bolaños, E.I. and San Nicolás, C.B., 2017. Biomass assessment in annelids: A photogrammetric method suitable for hatchlings and adults developed for Eisenia andrei. Spanish Journal of Soil Science: SJSS, 7(1), pp.1-16.",Electrophysiology,15
"Bok, M.J., Macali, A. and Garm, A., 2024. High-resolution vision in pelagic polychaetes. Current Biology, 34(7), pp.R269-R270.",Polychaeta,"Garm, A., 2024. High-Resolution Vision In Pelagic Polychaetes. Current Biology, 34(7), Pp.R269-R270.nn vision vision in pe",Vanadis_formosa,nektonic,low,sessile_food,"feeds on salps as descrbed in art’n, G.S., çlvarez-Campos, P., Kondo, Y.,Nœ–ez, J., Fern‡ndez-çlamo, M.A., Pleijel, F., Goetz, F.E., Nygren, A., and Osborn, K. (2020). New symbiotic association in marine annelids: ectoparasites of comb jellies. Zool. J. Linn. Soc. Lond. 191, 672Ð694.",1.7,"based_on_converting_vlume_calculated_from_image_in_Bok_et_al_2024_assumeing_a_cylinder_of_63mmLength_3mm_wide_and_using_volume_mass_allometry_for_annalides_from_Hidalgo, M.M.O., Bolaños, E.I. and San Nicolás, C.B., 2017. Biomass assessment in annelids: A photogrammetric method suitable for hatchlings and adults developed for Eisenia andrei. Spanish Journal of Soil Science: SJSS, 7(1), pp.1-16.",Electrophysiology,10
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",Reptilia,Anole lizards,Anolis_auratus,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,1.9,amniote,Behavioural,41.45
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",Reptilia,Anole lizards,Anolis_carolinensis,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,2.455,amniote,Behavioural,34.55
"Fleishman, L. J.; Marshall, C. J.; Hertz E. H. 1997 Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Fleishman, L. J.; Marshall, C. J.; Hertz E. H.",Reptilia,Anole lizards,Anolis_cristatellus,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,8.4,amniote,Electrophysiology,70
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",Reptilia,Anole lizards,Anolis_grahami,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,6.1,amniote,Behavioural,34.65
"Fleishman, L. J.; Marshall, C. J.; Hertz E. H. 1996 Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Fleishman, L. J.; Marshall, C. J.; Hertz E. H.",Reptilia,Anole lizards,Anolis_gundlachi,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,6.9,amniote,Electrophysiology,55
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",Reptilia,Anole lizards,Anolis_limifrons,terrestrial,low,ballistic,Handbook_of_lizards_of_the_world,1.685,amniote,Behavioural,28.5
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",Reptilia,Anole lizards,Anolis_lineatopus,terrestrial,low,ballistic,Handbook_of_lizards_of_the_world,3.1,amniote,Behavioural,26.1
"Fleishman, L. J.; Marshall, C. J.; Hertz E. H. 1995 Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Fleishman, L. J.; Marshall, C. J.; Hertz E. H.",Reptilia,Anole lizards,Anolis_pulchellus,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,1.6,amniote,Electrophysiology,63
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",Reptilia,Anole lizards,Anolis_sagrei,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,4.05,amniote,Behavioural,34.9
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",Reptilia,Anole lizards,Anolis_valencienni,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,5.415,amniote,Behavioural,33.4
"Graf, V. A. (1972). Behavioral visual functions for Chrysemys picta picta. Brain, Behavior and Evolution, 5, 155–175. https://www.inaturalist.org/observations/152396164",Reptilia,Painted turtle,Chrysemys_picta_HBS27134,demersal,high,sessile_food,"Padgett, D. J., Carboni, J. J., & Schepis, D. J. (2010). The Dietary Composition of Chrysemys picta picta (Eastern Painted Turtles) with Special Reference to the Seeds of Aquatic Macrophytes. Northeastern Naturalist, 17(2), 305–312.",237,"Wilbur, H. M. (1975). A Growth Model for the Turtle Chrysemys picta. American Society of Ichthyologists and Herpetologists, 1975(2), 337–343.",Electrophysiology,31
"Meneghini, K. A.; Hamasaki, D. I. 1967 The electroretinogram of the iguana and Tokay gecko The electroretinogram of the iguana and Tokay gecko Meneghini, K. A.; Hamasaki, D. I.",Reptilia,Tokay Gecko,Gekko_gecko,terrestrial,low,ballistic,Handbook_of_lizards_of_the_world,54.13,amniote,Electrophysiology,21
"Meneghini, K. A.; Hamasaki, D. I. 1967 The electroretinogram of the iguana and Tokay gecko The electroretinogram of the iguana and Tokay gecko Meneghini, K. A.; Hamasaki, D. I.",Reptilia,Green Iguana,Iguana_iguana,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,1530,amniote,Electrophysiology,80
"Hamasaki, D. I.; Peregrin, J. 1970 A blue-sensitive system in the lateral eye of the green iguana A blue-sensitive system in the lateral eye of the green iguana Hamasaki, D. I.; Peregrin, J.",Reptilia,Green iguana,Iguana_iguana,terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,1530,amniote,Electrophysiology,57
"Crozier, W. J.; Wolf, E. 1941 The flicker response contour for Phrynosoma (horned lizard; cone retina) The flicker response contour for Phrynosoma (horned lizard; cone retina) Crozier, W. J.; Wolf, E.",Reptilia,Horned lizard,Phrynosoma_cornutum,terrestrial,high,ballistic,"Eifler, D.A., Eifler, M.A. and Brown, T.K., 2012. Habitat selection by foraging Texas horned lizards, Phrynosoma cornutum. The Southwestern Naturalist, 57(1), pp.39-43.",27.335,amniote,Behavioural,42
"Crozier, W. J.; Wolf, E. 1939 The flicker response contour for the gecko (rod retina) The flicker response contour for the gecko (rod retina) Crozier, W. J.; Wolf, E.",Reptilia,Inagua least gecko,Sphaerodactylus_gaigeae,terrestrial,low,ballistic,"Based on genus description from Persaud, D., Werner, N. and Werner, Y.L., 2003. Foraging behaviour of three sphaerodactylin geckos on Trinidad and Tobago (Sauria: Gekkonomorpha: Sphaerodactylini: Gonatodes). Journal of Natural History, 37(14), pp.1765-1777.",0.53,based on genus mean from Amniote,Behavioural,25.1
"Woo, Kevin L.; Hunt, Maree; Harper, David; Nelson, Nicola J.; Daugherty, Charles H.; Bell, Ben D. 2009 Discrimination of flicker frequency rates in the reptile tuatara (Sphenodon) Discrimination of flicker frequency rates in the reptile tuatara (Sphenodon) Woo, Kevin L.; Hunt, Maree; Harper, David; Nelson, Nicola J.; Daugherty, Charles H.; Bell, Ben D.",Reptilia,Tuatara,Sphenodon_punctatus,terrestrial,low,ballistic,Handbook_of_lizards_of_the_world,490.5,"Lamar, S. K., Altobelli, J. T., Nelson, N. J., & Ormsby, D. K. (2022). Investigating the link between morphological characteristics and diet in an island population of omnivorous reptiles (Sphenodon punctatus). Biology Open, 11(10), 1–9. https://doi.org/10.1242/bio.059393",Behavioural,55.35
"Crozier, W. J., Wolf, E., & Zerrahn-wolf, G. (1939). The flicker response function for the turtle Pseudemys. The Journal of General Physiology, 22(3), 311–340.",Reptilia,Pond slider,Trachemys_sscripta_HBS108687,demersal,high,sessile_food,"Cagle, F. R. (1950). The Life History of the Slider Turtle , Pseudemys scripta troostii (Holbrook). Ecological Monographs, 20(1), 31–54.",313,"Gatten, R. E. (1974). Effect of Nutritional Status on the Preferred Body Temperature of the Turtles Pseudemys scripta and Terrapene ornata. American Society of Ichthyologists and Herpetologists, 1974(4), 912–917.",Behavioural,52.6
